date,特锐德,乐普医疗,安科生物,豆神教育,华测检测,亿纬锂能,爱尔眼科,网宿科技,机器人,红日药业,同花顺,数知科技,蓝色光标,东方财富,碧水源,三聚环保,当升科技,思创医惠,长信科技,高新兴,顺网科技,长盈精密,智飞生物,汇川技术,华策影视,信维通信,沃森生物,宋城演艺,汤臣倍健,东方国信,万达信息,华峰超纤,捷成股份,美亚柏科,欣旺达,易华录,北京君正,上海钢联,迪安诊断,光线传媒,卫宁健康,华宇软件,阳光电源,国瓷材料,博雅生物,利亚德,中际旭创,掌趣科技,晶盛机电,旋极信息,泰格医药,我武生物,绿盟科技,光环新网,三环集团,芒果超媒,昆仑万维,蓝思科技,先导智能,创业慧康,赢合科技,金科文化,迈克生物,景嘉微,胜宏科技,万孚生物,中科创达,温氏股份,健帆生物
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,0.013421153163180476,-0.003630760440457277,-0.02878052017311173,-0.01026554117244151,0.1488601563506623,-0.14643637952987706,0.008718092699263338,0.030270150125497317,-0.0055769723726005,-0.015327584473366811,-0.04746604099183044,-0.17406195228490798,0.03620732270535575,-0.018421907990225632,0.011175357067459632,-0.017350231868582706,-0.15780246050330815,0.0017740771255275144,0.0019063748380573464,-0.0719968401652916,-0.052057208656819426,0.10250347742223898,-0.0012623436846064418,0.009669532732794152,-0.03507097707831894,0.1680439708615549,0.014406374838057302,0.034389722048715106,-0.021444120966671823,-0.14139995934468744,-0.0374742996107105,0.014406374838057302,-0.026310237539792863,-0.009127894360951795,-0.3648624078055747,0.09177463557518796,0.014406374838057302,0.058079844225812416,-0.00978964353866549,-0.0019127548083615314,-0.04795921655979213,0.09738509824231255,-0.4925527141539292,0.004972412573906321,0.004224878600784205,0.012124014225080443,0.11481123313765247,-0.05751480742795259,0.0680213220354578,0.06525383246517598,-0.0389702102400906,-0.010485400053717635,-0.04765568722400486,-0.045864567932194275,0.12731928775097037,0.014406374838057302,-0.016914379878923767,-0.01841988617074975,-0.025430513493184842,-0.17391580379106797,0.011511553352048943,-0.676909188360567,0.08743111546056337,-0.5497788537668665,-0.06983275559672536,0.15005068531281243,-0.12145347500105592,-0.047815847384164986,-0.21953728713377368
2016-10-10,-0.007998434053351211,-0.02207521673987727,-0.04126901142473032,0.009115160118146216,0.13490288729646277,-0.11411732022075145,-0.012728175221058742,0.04506245001426866,-0.013558609731723155,-0.0008365146683565472,-0.03578150902957169,-0.1342996882036557,0.03728805959938404,-0.027426886471494202,-0.008606530321437808,-0.005460352309838143,-0.10277426892547574,0.020487805307068337,-0.07684968589429365,-0.0723963934960718,-0.021545285653184518,0.13020848094560328,0.002270988131195674,0.0016514562599849944,-0.03978201672136135,0.13900835543544562,-0.017325876370484137,0.03512901242515162,-0.040226639729262686,-0.1101544165961848,-0.03044923595053666,-0.017325876370484137,-0.04555168282209701,0.050456550407758594,-0.39305290234954576,0.14424347796995468,-0.017325876370484137,0.0865516746499241,-0.009652457094854915,-0.02455914942654201,-0.03305326824466498,0.1368871601954936,-0.503172940164316,-0.043765666946400494,0.019808176017805487,-0.009083212341469958,0.19320043941898954,-0.059984606529214266,0.016140259087683188,0.0851631426631909,-0.020664267872760295,-0.0016965920271882692,0.03768947675131726,-0.039215596514568546,0.10087743332218725,-0.017325876370484137,-0.01770538301185042,-0.021369548024345902,-0.0018619588447109266,-0.10974905253750278,0.026472129839680923,-0.7028080230457032,0.10711856807396024,-0.5795306007799329,-0.029447088491696288,0.14810163292319628,-0.06953762401370378,-0.06155968363746675,-0.2437690289999285
2016-10-11,-0.021189295230276232,-0.014492836714420245,-0.057537671601755484,0.007179871755781676,0.16181964782286126,-0.11638063066928972,-0.005741371058177816,0.0010320867687826137,-0.007456245552902337,-0.011329891690806601,-0.04193933006517326,0.011879787918207886,0.04730226658950244,-0.028056209991927962,-0.025177907220348572,-0.00254090465428752,-0.049372029786835164,0.007857728576877882,-0.08184989224760184,-0.06928053376658726,-0.032359947758700595,0.03801256461297545,0.020297331045912484,0.029161332848618063,-0.0464242479130385,0.1669198665630959,-0.012904694840412774,0.05564030095437271,-0.03584047465692659,-0.1122858379055748,-0.03887872081443881,-0.012904694840412774,-0.02840224785835727,0.052807183845349756,-0.443641388530931,0.133533703202999,-0.012904694840412774,0.11183542989971196,-0.012904694840412774,-0.024648145608253853,-0.02469508785351319,0.14482233649256668,-0.5083137098654545,-0.037706805658354665,0.05716409415334826,-0.06011086054368827,0.3190791108276034,-0.05948546788302929,0.03729773430938488,0.07386214956094461,-0.015309263520905872,0.003989038129614405,0.03668630720457713,-0.0459352481021798,0.1092912909919367,-0.012904694840412774,-0.02236364300537683,-0.019377186749797895,0.029676372961748937,-0.07531604235814329,0.012336462715857326,-0.7022663969680724,0.0021522276715225976,-0.5700061441157751,0.012880961888032052,0.14099865088449434,-0.06631769502147372,-0.046677781911652914,-0.1793293245238284
2016-10-12,-0.02445932173269273,0.014835965645843956,-0.05393725147105924,-0.007964984944498611,0.11729887694861893,-0.1318461922342431,0.011595354836736987,0.012917763270358488,0.0042665981109791876,-0.009483647550137303,-0.02473909538394143,-0.005222370962472984,0.0223551192918645,-0.03323090783386703,-0.05448932824307746,0.011185467026321687,-0.07206336932285035,0.001918096016517757,-0.04797545244138139,-0.0696532694458091,-0.055467769052075615,0.048816171411504475,0.08426035574079913,0.0842457448507184,-0.04114206040193095,0.1703650241837282,0.04086299968662064,0.056728924726814366,-0.026683691762587412,-0.09674068135741182,-0.03452597846468605,0.005916763127480802,-0.027656378359329742,0.032577960830516166,-0.4728066411278384,0.09881772719408904,0.005916763127480802,0.10228262674528413,-0.022441445827743163,-0.0287807457693164,-0.024555339876811078,0.13693695991670923,-0.4951192915762076,-0.014620361675046687,0.06838718432956305,-0.04495714448799982,0.4715038076618939,-0.061400310043250854,0.04351676312748085,0.0691296908841349,-0.005535919211277563,0.006452812444017817,0.010623228324409335,-0.043838538666972654,0.0415099834664638,0.005916763127480802,-0.01274691735030942,-0.014361566892399837,-0.02496425412955835,-0.06510596414524647,-0.011599900955607128,-0.027310073933222045,0.024218373669208475,-0.5596428036595228,-0.052231385020667355,0.08010804301496319,-0.06333728707725483,-0.025070631830502385,-0.1637635493273145
2016-10-13,-0.034429849313843026,0.0020997460762125528,-0.08781749030766842,-0.011277558829113538,0.06510532337261038,-0.12759184895917355,0.01529803853757867,0.013232265040053,0.00033109832989611037,0.0026230320267526014,-0.016592368362311462,-0.00996416392713535,0.029276742632835268,-0.022496305042045413,-0.07384866381667086,-0.04317904991497932,-0.0699252744307266,0.0015759116079044563,-0.021909873311749376,-0.059287962737645264,-0.04285634291760288,0.07305712015617262,0.05267481270680554,0.07584369403468261,-0.04147964394765117,0.22304940666630516,-0.00648860452112779,0.06626706352777094,-0.02810445368889924,-0.10690606873428704,-0.026884631729741086,0.0015759116079044563,-0.03922408839209553,0.025523062722685706,-0.47915869408168865,0.07935053550798968,0.0015759116079044563,0.09575470578669866,-0.030824677493715612,-0.020825522083851817,-0.017414161762833624,0.11182835880007348,-0.5019672313683355,-0.0060356369485259674,0.049937349724353805,-0.04153561603970564,0.6137216605957588,-0.058463458470835644,-0.008347752514232872,0.06347610354648407,0.00556364166925401,-0.01218798463349319,0.029759102347713146,-0.045226809480530886,0.03168954797154068,0.0015759116079044563,-0.014237341404143665,-0.01732235940134373,-0.013335551579420703,-0.04933667244588991,-0.005469649688478756,0.014571807640736283,-0.015391597417366261,-0.5627515737722125,-0.06033778445213302,0.08107084313911567,-0.05745936556992134,-0.02771941697483504,-0.15308796022919696
2016-10-14,-0.021844128630195594,0.02738407697880201,-0.0832599006784271,-0.012424370064382321,0.08983339362488603,-0.11588958985588516,0.010869274881876988,-0.060655000641661926,0.014808078334450537,0.008995233350106092,-0.016221220093572714,0.026103876627794363,0.018585860114645858,-0.02143538865946326,-0.0727748484199757,-0.113402594810434,-0.06415565566113211,-0.007257085759355944,-0.022257957903085143,-0.06466993416720156,-0.03513810571700789,0.04709268334536621,0.07696905752814784,0.08995358534294069,-0.039590074471843026,0.2809586630748678,-0.05674139561232935,0.06622253592634295,-0.019498884528977682,-0.10843610851516379,-0.030159385615833784,0.013151077505950159,-0.012011260156387543,0.009918754273626996,-0.47358727374853005,0.06769653205140479,0.013151077505950159,0.07017755408436151,-0.019621287418761957,-0.015471462744497093,-0.024012527790931555,0.10415364820003754,-0.48810836833787846,0.013151077505950159,0.057362273434703244,-0.03683339936458692,0.7864304297326707,-0.046137460043456924,0.012380661481296863,0.08720745591015468,0.02247074199802858,-0.0037132176192145438,0.01715708651947053,-0.04851694748725829,0.02814274879967584,0.013151077505950159,-0.020282431134170067,0.045711110065982746,0.002331912127279328,-0.05074440942991693,0.031901077505950205,0.04623683037563282,0.01830192371639904,-0.5354905302350249,-0.04754470339708465,0.07370471072394325,-0.040261922675110785,-0.02571446871253715,-0.14213876659878713
2016-10-17,-0.029562757071124938,0.03350721220408824,-0.09320082635263542,-0.008999737715002187,0.11935617049770787,-0.10416911142223474,0.014498958360539521,-0.042249196589461094,0.02137465776399593,0.022257771898671883,0.014254141219756891,0.011996596366671091,0.01593532722006277,-0.019179176596731008,-0.038008693136171265,-0.12147938089214344,-0.03666979926678596,-0.0033019323141930644,0.01593532722006277,-0.05554051659198224,-0.03167030658275406,-0.008803348738125414,0.059438152078819806,0.11262336140809709,-0.03895559466593308,0.22791689404033935,-0.03424388424947132,0.03915257431790683,-0.020733885919738636,-0.0750730455502321,-0.017281455996720364,0.01593532722006277,-0.02158506429706603,0.03157962528511022,-0.44944786419052596,0.08436095783763306,0.01593532722006277,0.023999843349094996,-0.010380462253621308,-0.02935774560409352,-0.024792575726210967,0.10289184895919322,-0.06798624140738822,0.017251116693746904,0.030912467374563726,-0.04654514763154599,0.9665426146694555,-0.050204850469966825,0.045300406585142214,0.045864068312699305,0.024947135796818492,0.01378882869578036,0.013645250884185,-0.04728941049390739,-0.012884683655413093,0.01593532722006277,-0.018207313144125343,0.036819848104583566,0.050330231678661436,0.013746611266755466,0.021468924058007457,0.1148752565486847,0.024585195591631043,-0.5135217386251433,-0.058481555415998004,0.04635423909212952,-0.0321345926634041,-0.032562300613358325,-0.14200802253363168
